0,22.6688
1,22.8042
2,23.4146
3,22.9667
4,23.8458
5,23.3875
6,22.9625
7,23.4625
8,22.6167
9,23.3813
10,23.4625
11,22.7875
12,23.4396
13,23.0625
14,23.2208
15,23.6854
16,22.8875
17,23.1833
18,23.0271
19,22.9063
20,23.4375
21,22.6271
22,23.0354
23,23.4708
24,22.575
25,23.4396
26,22.8479
27,22.9063
28,23.3479
29,22.7875
30,23.5292
31,23.2333
32,22.7667
33,23.5208
34,22.6958
35,23.175
36,23.3479
37,22.85
38,23.5938
39,23.0646
40,23.0833
41,23.5604
42,22.6417
43,23.2396
44,23.1938
45,23.025
46,23.7792
47,22.7521
48,22.9938
49,23.425
50,22.9438
51,23.4542
52,23.1667
53,23.1063
54,23.5396
55,22.7625
56,23.4417
57,23.3
58,22.6146
59,23.6771
60,23.0083
61,23.3333
62,23.4438
63,22.7646
64,23.7083
65,23.3958
66,23.1646
67,24.0
68,22.9688
69,23.4917
70,23.8375
71,22.9458
72,23.7271
73,23.2938
74,23.3167
75,23.6063
76,22.8313
77,23.6854
78,23.5438
79,23.1813
80,23.8708
81,23.0708
82,23.4979
83,23.7396
84,23.0729
85,23.6479
86,23.3292
87,23.4583
88,23.8583
89,22.9813
90,23.6563
91,23.5208
92,23.0542
93,23.8396
94,23.1688
95,23.5958
96,23.6833
97,23.1521
98,24.1792
99,23.4979
100,23.2396
101,23.7167
102,22.8896
103,23.9042
104,23.825
105,22.9146
106,24.0
107,23.125
108,23.1917
109,23.7688
110,23.0021
111,23.8792
112,23.4
113,23.4021
114,24.1771
115,23.2375
116,23.6438
117,23.8854
118,23.2917
119,24.0021
120,23.3042
121,23.3792
122,24.0396
123,23.1063
124,23.6958
125,23.5438
126,23.2042
127,23.9083
128,23.3021
129,23.6188
130,23.6813
131,23.3271
132,23.9521
133,23.2813
134,23.5167
135,23.8458
136,23.0896
137,23.7917
138,23.7354
139,23.1208
140,23.8771
141,23.1833
142,23.5396
143,23.9667
144,22.8771
145,23.9375
146,23.4917
147,23.1271
148,23.8979
149,23.3646
150,23.7083
151,23.7958
152,23.1646
153,23.8333
154,23.2771
155,23.6625
156,23.8979
157,23.1667
158,23.9167
159,23.5604
160,23.3208
161,24.0125
162,23.2458
163,23.7354
164,23.5833
165,23.1875
166,23.9146
167,23.3563
168,23.2479
169,23.8625
170,23.4542
171,23.925
172,23.5625
173,23.4
174,24.15
175,23.3854
176,23.6833
177,23.7125
178,23.1833
179,24.1063
180,23.4042
181,23.4667
182,24.1688
183,23.25
184,23.7479
185,23.7792
186,23.5063
187,23.7063
188,23.075
189,23.5479
190,23.9146
191,23.2167
192,23.9417
193,23.6833
194,23.2521
195,24.0083
196,23.2125
197,23.95
198,23.8646
199,23.4667
200,24.0479
201,23.3563
202,23.8708
203,23.8958
204,23.1563
205,24.1104
206,23.8833
207,23.4458
208,24.1292
209,23.4958
210,23.6875
211,23.7292
212,23.3333
213,24.1813
214,23.5188
215,23.6146
216,23.9458
217,23.3958
218,23.9125
219,23.6604
220,23.4375
221,24.1125
222,23.5229
223,23.9542
224,23.9042
225,23.3708
226,24.2625
227,23.6021
